Cell line	File name	md5	FTP url	Assay	Description	Instrument	Cell type	Biosample	Archive	Accession type	Accession	Archive url	Cell line growing conditions for this assay	Cell line passage number for this assay	Disease status	Sex	Assay description
HPSI0115i-kozf_1	23203_6#6.cram	25586e85da2f519a87325ecef062b6fd	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278259/23203_6%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA104011286	ENA	RUN_ID	ERR2278259	http://www.ebi.ac.uk/ena/data/view/ERR2278259	Feeder-free	13	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-kozf_1	23203_5#6.cram	56e943bdddc357a8b29cd83e16418cf8	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278249/23203_5%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA104011286	ENA	RUN_ID	ERR2278249	http://www.ebi.ac.uk/ena/data/view/ERR2278249	Feeder-free	13	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-melw_1	19706_3#6.cram	250cbbfa1909881004f279e5683dd479	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594739/19706_3%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3754205	ENA	RUN_ID	ERR1594739	http://www.ebi.ac.uk/ena/data/view/ERR1594739	Feeder-free	20	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=185"
HPSI0115i-melw_1	21310_6#6.cram	652569e6988f8f7ea74fb9c0b563e63a	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837034/21310_6%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3754205	ENA	RUN_ID	ERR1837034	http://www.ebi.ac.uk/ena/data/view/ERR1837034	Feeder-free	20	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-melw_1	19535_3#6.cram	7c8b5eac8523cbd05448a7288abc41a9	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR155/ERR1555118/19535_3%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3754205	ENA	RUN_ID	ERR1555118	http://www.ebi.ac.uk/ena/data/view/ERR1555118	Feeder-free	20	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=183"
HPSI0115i-melw_1	21310_7#6.cram	28cc4a97befad4739c4abd631dc10526	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837044/21310_7%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3754205	ENA	RUN_ID	ERR1837044	http://www.ebi.ac.uk/ena/data/view/ERR1837044	Feeder-free	20	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-paim_1	22454_2#4.cram	2e8e76cce512680a118c33883779c846	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039328/22454_2%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA4448538	ENA	RUN_ID	ERR2039328	http://www.ebi.ac.uk/ena/data/view/ERR2039328	Feeder-dependent	9	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-paim_1	22454_1#4.cram	3d0fbafe2ccaeb2c29b5e09c371d859a	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039318/22454_1%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA4448538	ENA	RUN_ID	ERR2039318	http://www.ebi.ac.uk/ena/data/view/ERR2039318	Feeder-dependent	9	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-pitg_2	24766_5#1.cram	5b9ece95f1b275e5e11d9355160fec30	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278342/24766_5%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA103992851	ENA	RUN_ID	ERR2278342	http://www.ebi.ac.uk/ena/data/view/ERR2278342	Feeder-free	8	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-pitg_2	24766_6#1.cram	1fa2222696b10725c8e649d7225935f0	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278345/24766_6%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA103992851	ENA	RUN_ID	ERR2278345	http://www.ebi.ac.uk/ena/data/view/ERR2278345	Feeder-free	8	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-qecv_2	24766_4#7.cram	7a831241f72a1d501f3a5cdeaa3a7a20	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278339/24766_4%237.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA103992842	ENA	RUN_ID	ERR2278339	http://www.ebi.ac.uk/ena/data/view/ERR2278339	Feeder-free	14	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-qecv_2	24766_3#7.cram	e1406da5057725e90b4a9cb68c1f0944	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278333/24766_3%237.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA103992842	ENA	RUN_ID	ERR2278333	http://www.ebi.ac.uk/ena/data/view/ERR2278333	Feeder-free	14	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-quze_6	24766_1#7.cram	8cc6a922d53490b60747ce5a0384f695	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278322/24766_1%237.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA104132471	ENA	RUN_ID	ERR2278322	http://www.ebi.ac.uk/ena/data/view/ERR2278322	Feeder-free	7	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-quze_6	24766_2#7.cram	596888db0a3412ccb7cd64dfaa922ef2	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278327/24766_2%237.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA104132471	ENA	RUN_ID	ERR2278327	http://www.ebi.ac.uk/ena/data/view/ERR2278327	Feeder-free	7	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-sehp_2	23203_7#6.cram	7bf9771f3d5918ee7f918adbd513d325	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278269/23203_7%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA4562183	ENA	RUN_ID	ERR2278269	http://www.ebi.ac.uk/ena/data/view/ERR2278269	Feeder-free	9	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-sehp_2	23203_8#6.cram	f0b8c253bc5661c277dbe7242c5f982c	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278279/23203_8%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA4562183	ENA	RUN_ID	ERR2278279	http://www.ebi.ac.uk/ena/data/view/ERR2278279	Feeder-free	9	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-tiku_3	24766_1#8.cram	640f055e210ff83b5c68ee18332622f1	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278323/24766_1%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA104237552	ENA	RUN_ID	ERR2278323	http://www.ebi.ac.uk/ena/data/view/ERR2278323	Feeder-free	13	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-tiku_3	24766_2#8.cram	14f421ce108550e533cc9b385854173d	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278328/24766_2%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA104237552	ENA	RUN_ID	ERR2278328	http://www.ebi.ac.uk/ena/data/view/ERR2278328	Feeder-free	13	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-timk_4	24310_3#6.cram	256e947b18d1808d1fc56a853e5d3953	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278295/24310_3%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA103988283	ENA	RUN_ID	ERR2278295	http://www.ebi.ac.uk/ena/data/view/ERR2278295	Feeder-free	10	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-timk_4	24310_2#6.cram	6f5f0e6fdb6f65095a221f0886b862bf	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278287/24310_2%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA103988283	ENA	RUN_ID	ERR2278287	http://www.ebi.ac.uk/ena/data/view/ERR2278287	Feeder-free	10	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-uupc_2	24310_2#9.cram	f9d4b1194b4c0ce878584c94469e7665	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278290/24310_2%239.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA103884677	ENA	RUN_ID	ERR2278290	http://www.ebi.ac.uk/ena/data/view/ERR2278290	Feeder-free	12	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-uupc_2	24310_3#9.cram	5a9179f3d97ca08cae2225fd5a9607ab	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278298/24310_3%239.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA103884677	ENA	RUN_ID	ERR2278298	http://www.ebi.ac.uk/ena/data/view/ERR2278298	Feeder-free	12	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-zihe_1	19706_3#1.cram	3e30129e3672148eb145d827e692da22	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594734/19706_3%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3735470	ENA	RUN_ID	ERR1594734	http://www.ebi.ac.uk/ena/data/view/ERR1594734	Feeder-free	19	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=186"
HPSI0115i-zihe_1	21310_7#1.cram	29b8b45b10b497b144723eee73f3b528	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837039/21310_7%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3735470	ENA	RUN_ID	ERR1837039	http://www.ebi.ac.uk/ena/data/view/ERR1837039	Feeder-free	19	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0115i-zihe_1	19535_3#1.cram	500d2609098a247b4ae72628320412e6	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR155/ERR1555113/19535_3%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3735470	ENA	RUN_ID	ERR1555113	http://www.ebi.ac.uk/ena/data/view/ERR1555113	Feeder-free	19	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=188"
HPSI0115i-zihe_1	21310_6#1.cram	5d453e21d60c1ab853c761179c12599a	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837029/21310_6%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3735470	ENA	RUN_ID	ERR1837029	http://www.ebi.ac.uk/ena/data/view/ERR1837029	Feeder-free	19	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-datg_2	17965_2#9.cram	08237db5f4272e4fe51b3472beeb6f0a	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR124/ERR1243472/17965_2%239.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2632921	ENA	RUN_ID	ERR1243472	http://www.ebi.ac.uk/ena/data/view/ERR1243472	Feeder-free	16	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-datg_2	17718_2#9.cram	66af77d8d0d57bc1f242a830159e9130	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR120/ERR1203469/17718_2%239.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2632921	ENA	RUN_ID	ERR1203469	http://www.ebi.ac.uk/ena/data/view/ERR1203469	Feeder-free	16	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-eiwy_1	17965_1#5.cram	448f81df7b767a4c437ba23cefa2bcb9	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR124/ERR1243458/17965_1%235.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2645805	ENA	RUN_ID	ERR1243458	http://www.ebi.ac.uk/ena/data/view/ERR1243458	Feeder-free	16	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-eiwy_1	17718_1#5.cram	e45e28f42e75e871b2057dc23cec7be3	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR120/ERR1203455/17718_1%235.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2645805	ENA	RUN_ID	ERR1203455	http://www.ebi.ac.uk/ena/data/view/ERR1203455	Feeder-free	16	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-feec_2	19888_2#1.cram	879d504b052bfbb1280cbb1ffbf31897	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629686/19888_2%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2612471	ENA	RUN_ID	ERR1629686	http://www.ebi.ac.uk/ena/data/view/ERR1629686	Feeder-free	35	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-feec_2	19888_1#1.cram	c2b32c5cfe12a4bb32d78cb22815544d	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629676/19888_1%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2612471	ENA	RUN_ID	ERR1629676	http://www.ebi.ac.uk/ena/data/view/ERR1629676	Feeder-free	35	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-giju_3	21310_3#7.cram	42f9b397ef219a2be07670684e5caea9	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837005/21310_3%237.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3460677	ENA	RUN_ID	ERR1837005	http://www.ebi.ac.uk/ena/data/view/ERR1837005	Feeder-free	10	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-giju_3	19535_1#7.cram	1ebf69de29e89970e8e4cd69a2b44c6d	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR155/ERR1555099/19535_1%237.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3460677	ENA	RUN_ID	ERR1555099	http://www.ebi.ac.uk/ena/data/view/ERR1555099	Feeder-free	10	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=188"
HPSI0214i-giju_3	21310_2#7.cram	28aa41779a999920480bafa07f50e94e	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1836995/21310_2%237.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3460677	ENA	RUN_ID	ERR1836995	http://www.ebi.ac.uk/ena/data/view/ERR1836995	Feeder-free	10	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-giju_3	19535_2#7.cram	7afdaff345e069293a3fb7e39d5cc7ea	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR155/ERR1555109/19535_2%237.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3460677	ENA	RUN_ID	ERR1555109	http://www.ebi.ac.uk/ena/data/view/ERR1555109	Feeder-free	10	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=189"
HPSI0214i-heth_1	17718_1#8.cram	84edfd73e235993bad1fce84c7e87294	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR120/ERR1203458/17718_1%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2658090	ENA	RUN_ID	ERR1203458	http://www.ebi.ac.uk/ena/data/view/ERR1203458	Feeder-free	32	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-heth_1	17965_1#8.cram	4d1f159a1a25204cdbc7fa72697b29d5	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR124/ERR1243461/17965_1%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2658090	ENA	RUN_ID	ERR1243461	http://www.ebi.ac.uk/ena/data/view/ERR1243461	Feeder-free	32	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
